"seed","n","p","q","arm","ok","beta_rmse","sigma_rel_frob","frob_Shat","sigma_trace","trace_ratio","sigma_collapse","sigma_runaway","secs","pass_abs","err"
11205,1000,8,2,"gtmb_poisg",TRUE,0.0379881451165487,0.999999999938225,9.47357284385824e-11,9.63853427831768e-11,5.94331464788953e-11,TRUE,FALSE,93.606,FALSE,"healthy"
11205,1000,8,2,"gllvm_va",TRUE,0.0379877959959049,0.999999999957344,8.44837509990039e-11,8.49132029841047e-11,5.23591936825825e-11,TRUE,FALSE,5.517,FALSE,"ok"
11205,1000,8,2,"gtmb_gh",TRUE,0.0387181594697507,0.301874761747106,1.14133344945547,1.54214417446114,0.950917203443527,FALSE,FALSE,118.009,TRUE,"healthy"
11205,1000,8,2,"gtmb_la",TRUE,0.0387126115760628,0.318493778973089,1.19144428196264,1.62714709807804,1.00333172067798,FALSE,FALSE,6.05499999999995,TRUE,NA
11206,1000,8,2,"gtmb_poisg",TRUE,0.0757224432476094,0.999999999986084,3.510059380333e-11,3.62190302808463e-11,2.20761877195679e-11,TRUE,FALSE,93.918,FALSE,"healthy"
11206,1000,8,2,"gllvm_va",TRUE,0.0757234334156116,0.999999999992063,1.92267589904951e-11,2.54659966068398e-11,1.55220092089483e-11,TRUE,FALSE,4.76399999999998,FALSE,"ok"
11206,1000,8,2,"gtmb_gh",TRUE,0.0743915317278285,0.315089781981745,1.28253931821366,1.78324986275365,1.08692470272628,FALSE,FALSE,122.005,TRUE,"healthy"
11206,1000,8,2,"gtmb_la",TRUE,0.0719128589069639,0.26984373062045,1.24133248849905,1.71533352943805,1.04552840603159,FALSE,FALSE,8.69599999999997,TRUE,NA
11207,1000,8,2,"gtmb_poisg",TRUE,0.0306691309707691,0.999999999883561,2.16201085628454e-10,2.3713985160761e-10,1.2450544375092e-10,TRUE,FALSE,96.976,FALSE,"healthy"
11207,1000,8,2,"gllvm_va",TRUE,0.0306688456257981,0.999999999646689,7.87028636311758e-10,8.47426106188047e-10,4.44923797842467e-10,TRUE,FALSE,5.11700000000002,FALSE,"ok"
11207,1000,8,2,"gtmb_gh",TRUE,0.0296466872458708,0.388948478922314,1.53880466419853,1.95852377178735,1.02828297163058,FALSE,FALSE,124.773,TRUE,"healthy"
11207,1000,8,2,"gtmb_la",TRUE,0.0262366148684802,0.390362052577653,1.49404953427133,1.93518260111771,1.01602816590229,FALSE,FALSE,6.45100000000002,TRUE,NA
11208,1000,8,2,"gtmb_poisg",TRUE,0.0386846217128339,0.99999999997857,3.4645908113158e-11,4.43435046324059e-11,2.85080687839858e-11,TRUE,FALSE,94.548,FALSE,"healthy"
11208,1000,8,2,"gllvm_va",TRUE,0.0386847293065669,0.999999999914214,1.92666062669045e-10,1.96671147487319e-10,1.26438238178779e-10,TRUE,FALSE,11.807,FALSE,"ok"
11208,1000,8,2,"gtmb_gh",TRUE,0.034968595974219,0.601176915653072,1.42399374799631,1.79763968250982,1.15568753851633,FALSE,FALSE,131.43,FALSE,"healthy"
11208,1000,8,2,"gtmb_la",TRUE,0.0362857460237392,0.587783412637573,1.3875447248877,1.74659507414579,1.12287138610897,FALSE,FALSE,12.216,FALSE,NA
11209,1000,8,2,"gtmb_poisg",TRUE,0.0371980129403198,0.999999999975069,2.91987173282638e-11,3.49546607453508e-11,2.73623258321451e-11,TRUE,FALSE,90.944,FALSE,"healthy"
11209,1000,8,2,"gllvm_va",TRUE,0.0371979106118516,0.999999999961313,4.61327374169965e-11,5.26737091637622e-11,4.12327043717113e-11,TRUE,FALSE,4.67599999999999,FALSE,"ok"
11209,1000,8,2,"gtmb_gh",TRUE,0.0396919883561104,0.412386172367348,1.02182625164249,1.39784818869644,1.09422825990589,FALSE,FALSE,127.657,TRUE,"healthy"
11209,1000,8,2,"gtmb_la",TRUE,0.0392585889520762,0.402621615036805,1.03301426115583,1.40701356641791,1.10140286970732,FALSE,FALSE,9.09299999999996,TRUE,NA
11210,1000,8,2,"gtmb_poisg",TRUE,0.0527307339771331,0.999999999950297,7.18877361693948e-11,7.29655443739909e-11,4.37611302140835e-11,TRUE,FALSE,87.269,FALSE,"healthy"
11210,1000,8,2,"gllvm_va",TRUE,0.0527310353365781,0.999999999970526,1.34084512740003e-10,1.42114516626984e-10,8.52332689460726e-11,TRUE,FALSE,4.58499999999998,FALSE,"ok"
11210,1000,8,2,"gtmb_gh",TRUE,0.0468128941561267,0.350751350609278,1.13479346272019,1.51709512830429,0.909878738334209,FALSE,FALSE,126.224,TRUE,"healthy"
11210,1000,8,2,"gtmb_la",TRUE,0.0487750237629457,0.318776296492923,1.11703507395048,1.50884374993364,0.904929969070285,FALSE,FALSE,7.529,TRUE,NA
